id,cat_nome,orgao_nome,publico_alvo_nome,nome,ano,medida_provisoria,medida_provisoria_inicio_vigencia,legislacao,vigencia_inicio,vigencia_fim,objetivos,observacao,acao_orcamentaria_assoc,instrumento_legal,link_legislacao,tipo_politica,grande_area,area,created_at,updated_at,publico_alvo_legislacao
5,"Assistência Social","Ministério da Educação","População em situação de vulnerabilidade social","Plano Brasil Sem Miséria",2011-01-01,"Não se aplica","Não se aplica",7492/2011,2011-06-02,,"Art. 1º Fica instituído o Plano Brasil Sem Miséria, com a finalidade de superar a situação de extrema pobreza da população em todo o território nacional, por meio da integração e articulação de políticas, programas e ações.",https://www.mds.gov.br/webarquivos/publicacao/brasil_sem_miseria/wwp/BSM_introducao_PORT.pdf,#N/A,Decreto,http://legis.senado.leg.br/norma/592890,Plano,Social,"Assistência Social",,,"Art. 2º O Plano Brasil Sem Miséria destina-se à população em situação de extrema pobreza."
5,"Assistência Social","Ministério do Desenvolvimento Regional","População em situação de vulnerabilidade social","Plano Brasil Sem Miséria",2011-01-01,"Não se aplica","Não se aplica",7492/2011,2011-06-02,,"Art. 1º Fica instituído o Plano Brasil Sem Miséria, com a finalidade de superar a situação de extrema pobreza da população em todo o território nacional, por meio da integração e articulação de políticas, programas e ações.",https://www.mds.gov.br/webarquivos/publicacao/brasil_sem_miseria/wwp/BSM_introducao_PORT.pdf,#N/A,Decreto,http://legis.senado.leg.br/norma/592890,Plano,Social,"Assistência Social",,,"Art. 2º O Plano Brasil Sem Miséria destina-se à população em situação de extrema pobreza."
5,"Assistência Social","Ministério da Mulher, da Família e dos Direitos Humanos","População em situação de vulnerabilidade social","Plano Brasil Sem Miséria",2011-01-01,"Não se aplica","Não se aplica",7492/2011,2011-06-02,,"Art. 1º Fica instituído o Plano Brasil Sem Miséria, com a finalidade de superar a situação de extrema pobreza da população em todo o território nacional, por meio da integração e articulação de políticas, programas e ações.",https://www.mds.gov.br/webarquivos/publicacao/brasil_sem_miseria/wwp/BSM_introducao_PORT.pdf,#N/A,Decreto,http://legis.senado.leg.br/norma/592890,Plano,Social,"Assistência Social",,,"Art. 2º O Plano Brasil Sem Miséria destina-se à população em situação de extrema pobreza."
6,"Desenvolvimento Regional e Territorial","Casa Civil da Presidência da República","Populações e setores econômicos diretamente afetados por alteraçôes no meio ambiente","Plano de Desenvolvimento Territorial Sustentável do Xingu",2010-01-01,"Não se aplica","Não se aplica",7340/2010,2010-10-21,,"Art. 1o  Fica instituído o Plano de Desenvolvimento Regional Sustentável - PDRS do Xingu, com a finalidade de promover políticas públicas que resultem na melhoria da qualidade de vida da população que habita sua área de abrangência. ","Revogado pelo Decreto nº 10.524, de 20.10.2020 e reeditado por novo decreto DECRETO Nº 10.729, DE 23 DE JUNHO DE 2021 em 2021","Não se aplica",Decreto,http://legis.senado.leg.br/norma/577969,Plano,"Desenvolvimento Econômico","Desenvolvimento Regional",,,"Art. 1o  Fica instituído o Plano de Desenvolvimento Regional Sustentável - PDRS do Xingu, com a finalidade de promover políticas públicas que resultem na melhoria da qualidade de vida da população que habita sua área de abrangência. "
6,"Desenvolvimento Regional e Territorial","Ministério da Integração Nacional","Populações e setores econômicos diretamente afetados por alteraçôes no meio ambiente","Plano de Desenvolvimento Territorial Sustentável do Xingu",2010-01-01,"Não se aplica","Não se aplica",7340/2010,2010-10-21,,"Art. 1o  Fica instituído o Plano de Desenvolvimento Regional Sustentável - PDRS do Xingu, com a finalidade de promover políticas públicas que resultem na melhoria da qualidade de vida da população que habita sua área de abrangência. ","Revogado pelo Decreto nº 10.524, de 20.10.2020 e reeditado por novo decreto DECRETO Nº 10.729, DE 23 DE JUNHO DE 2021 em 2021","Não se aplica",Decreto,http://legis.senado.leg.br/norma/577969,Plano,"Desenvolvimento Econômico","Desenvolvimento Regional",,,"Art. 1o  Fica instituído o Plano de Desenvolvimento Regional Sustentável - PDRS do Xingu, com a finalidade de promover políticas públicas que resultem na melhoria da qualidade de vida da população que habita sua área de abrangência. "
6,"Desenvolvimento Regional e Territorial","Ministério do Meio Ambiente","Populações e setores econômicos diretamente afetados por alteraçôes no meio ambiente","Plano de Desenvolvimento Territorial Sustentável do Xingu",2010-01-01,"Não se aplica","Não se aplica",7340/2010,2010-10-21,,"Art. 1o  Fica instituído o Plano de Desenvolvimento Regional Sustentável - PDRS do Xingu, com a finalidade de promover políticas públicas que resultem na melhoria da qualidade de vida da população que habita sua área de abrangência. ","Revogado pelo Decreto nº 10.524, de 20.10.2020 e reeditado por novo decreto DECRETO Nº 10.729, DE 23 DE JUNHO DE 2021 em 2021","Não se aplica",Decreto,http://legis.senado.leg.br/norma/577969,Plano,"Desenvolvimento Econômico","Desenvolvimento Regional",,,"Art. 1o  Fica instituído o Plano de Desenvolvimento Regional Sustentável - PDRS do Xingu, com a finalidade de promover políticas públicas que resultem na melhoria da qualidade de vida da população que habita sua área de abrangência. "
7,"Desenvolvimento Regional e Territorial","Casa Civil da Presidência da República","Populações e setores econômicos diretamente afetados por alteraçôes no meio ambiente","Plano de Desenvolvimento Territorial Sustentável para a área de influência da Rodovia BR-163 no Trecho Cuiabá/MT - Santarém/PA (Plano BR-163 Sustentável)",2007-01-01,"Não se aplica","Não se aplica",6290/2007,2006-06-09,,#N/A,"BRASIL. Plano de Desenvolvimento Regional Sustentável para a Área de Influência da BR-163 (Cuiabá-Santarém). Versão Final. Brasília, DF: Casa Civil da Presidência da República, 2006a. Disponível em: <http://www.casacivil.gov.br/camaras/grupos/plano-br-163-sustentavel-versao-publicacao-9-junho-2006.pdf>. Acesso em: 28 jul 2009.","Não se aplica",Decreto,http://legis.senado.leg.br/norma/410178,Plano,"Desenvolvimento Econômico","Desenvolvimento Regional",,,"Sem especificação"
7,"Desenvolvimento Regional e Territorial","Ministério da Integração Nacional","Populações e setores econômicos diretamente afetados por alteraçôes no meio ambiente","Plano de Desenvolvimento Territorial Sustentável para a área de influência da Rodovia BR-163 no Trecho Cuiabá/MT - Santarém/PA (Plano BR-163 Sustentável)",2007-01-01,"Não se aplica","Não se aplica",6290/2007,2006-06-09,,#N/A,"BRASIL. Plano de Desenvolvimento Regional Sustentável para a Área de Influência da BR-163 (Cuiabá-Santarém). Versão Final. Brasília, DF: Casa Civil da Presidência da República, 2006a. Disponível em: <http://www.casacivil.gov.br/camaras/grupos/plano-br-163-sustentavel-versao-publicacao-9-junho-2006.pdf>. Acesso em: 28 jul 2009.","Não se aplica",Decreto,http://legis.senado.leg.br/norma/410178,Plano,"Desenvolvimento Econômico","Desenvolvimento Regional",,,"Sem especificação"
7,"Desenvolvimento Regional e Territorial","Ministério do Meio Ambiente","Populações e setores econômicos diretamente afetados por alteraçôes no meio ambiente","Plano de Desenvolvimento Territorial Sustentável para a área de influência da Rodovia BR-163 no Trecho Cuiabá/MT - Santarém/PA (Plano BR-163 Sustentável)",2007-01-01,"Não se aplica","Não se aplica",6290/2007,2006-06-09,,#N/A,"BRASIL. Plano de Desenvolvimento Regional Sustentável para a Área de Influência da BR-163 (Cuiabá-Santarém). Versão Final. Brasília, DF: Casa Civil da Presidência da República, 2006a. Disponível em: <http://www.casacivil.gov.br/camaras/grupos/plano-br-163-sustentavel-versao-publicacao-9-junho-2006.pdf>. Acesso em: 28 jul 2009.","Não se aplica",Decreto,http://legis.senado.leg.br/norma/410178,Plano,"Desenvolvimento Econômico","Desenvolvimento Regional",,,"Sem especificação"
8,"Desenvolvimento Regional e Territorial","Casa Civil da Presidência da República","Populações e setores econômicos diretamente afetados por alteraçôes no meio ambiente","Plano de Desenvolvimento Territorial Sustentável para o Arquipélago do Marajó",2006-01-01,"Não se aplica","Não se aplica",s/n,2006-07-26,2019-05-07,"CRIA O GRUPO EXECUTIVO INTERMINISTERIAL PARA ACOMPANHAR A IMPLEMENTAÇÃO DAS AÇÕES DE COMPETÊNCIA DO ÓRGÃOS FEDERAIS NO ARQUIPÉLAGO DE MARAJÓ, BEM ASSIM ELABORAR PLANO DE DESENVOLVIMENTO SUSTENTÁVEL EM ARTICULAÇÃO COM A SOCIEDADE CIVIL E OS GOVERNOS ESTADUAL E MUNICIPAIS, E DÁ OUTRAS PROVIDÊNCIAS.","revogado pelo decreto 9784/2019 e substituído pelo Programa 'Abrace o Marajó' em 2020","Não se aplica",Decreto,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/dnn/dnn10906.htm,Plano,"Desenvolvimento Econômico","Desenvolvimento Regional",,,"Sem especificação"
8,"Desenvolvimento Regional e Territorial","Ministério da Integração Nacional","Populações e setores econômicos diretamente afetados por alteraçôes no meio ambiente","Plano de Desenvolvimento Territorial Sustentável para o Arquipélago do Marajó",2006-01-01,"Não se aplica","Não se aplica",s/n,2006-07-26,2019-05-07,"CRIA O GRUPO EXECUTIVO INTERMINISTERIAL PARA ACOMPANHAR A IMPLEMENTAÇÃO DAS AÇÕES DE COMPETÊNCIA DO ÓRGÃOS FEDERAIS NO ARQUIPÉLAGO DE MARAJÓ, BEM ASSIM ELABORAR PLANO DE DESENVOLVIMENTO SUSTENTÁVEL EM ARTICULAÇÃO COM A SOCIEDADE CIVIL E OS GOVERNOS ESTADUAL E MUNICIPAIS, E DÁ OUTRAS PROVIDÊNCIAS.","revogado pelo decreto 9784/2019 e substituído pelo Programa 'Abrace o Marajó' em 2020","Não se aplica",Decreto,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/dnn/dnn10906.htm,Plano,"Desenvolvimento Econômico","Desenvolvimento Regional",,,"Sem especificação"
8,"Desenvolvimento Regional e Territorial","Ministério do Meio Ambiente","Populações e setores econômicos diretamente afetados por alteraçôes no meio ambiente","Plano de Desenvolvimento Territorial Sustentável para o Arquipélago do Marajó",2006-01-01,"Não se aplica","Não se aplica",s/n,2006-07-26,2019-05-07,"CRIA O GRUPO EXECUTIVO INTERMINISTERIAL PARA ACOMPANHAR A IMPLEMENTAÇÃO DAS AÇÕES DE COMPETÊNCIA DO ÓRGÃOS FEDERAIS NO ARQUIPÉLAGO DE MARAJÓ, BEM ASSIM ELABORAR PLANO DE DESENVOLVIMENTO SUSTENTÁVEL EM ARTICULAÇÃO COM A SOCIEDADE CIVIL E OS GOVERNOS ESTADUAL E MUNICIPAIS, E DÁ OUTRAS PROVIDÊNCIAS.","revogado pelo decreto 9784/2019 e substituído pelo Programa 'Abrace o Marajó' em 2020","Não se aplica",Decreto,https://www.planalto.gov.br/ccivil_03/_ato2004-2006/2006/dnn/dnn10906.htm,Plano,"Desenvolvimento Econômico","Desenvolvimento Regional",,,"Sem especificação"
9,"Organização Agrária","Ministério da Reforma e do Desenvolvimento Agrário","Trabalhadores Rurais","Plano Nacional de Reforma Agrária (PNRA)",1985-01-01,"Não se aplica","Não se aplica",91766/1985,1985-10-10,,"Art . 1º, Fica aprovado o Plano Nacional de Reforma Agrária - PNRA, apresentado pelo Ministério da Reforma e do Desenvolvimento Agrário - MIRAD, para o período 1985/1989, abrangendo 01(hum) milhão e 400.000 (quatrocentas mil) famílias beneficiárias, nos termos do anexo que é parte integrante do presente Decreto.","Revogado pelo DECRETO Nº 9.757, DE 11 DE ABRIL DE 2019",NA,Decreto,http://legis.senado.leg.br/norma/514406,Plano,Social,"Agropecuária e Agrária",,,"Meio rural"
10,Saneamento,"Secretaria Nacional de Saneamento do Ministério do Desenvolvimento Regional","Sistema de Saúde","Plano Nacional de Saneamento Básico (Plansab)",2013-01-01,"Não se aplica","Não se aplica",8114/2013,2013-11-20,,"O Plano Nacional de Saneamento Básico (PLANSAB) consiste no planejamento integrado do saneamento básico considerando seus quatro componentes: abastecimento de água potável, esgotamento sanitário, coleta de lixo e manejo de resíduos sólidos e drenagem e manejo das águas pluviais urbanas, e possui o horizonte de 20 anos (2014 a 2033)","No formulário, foram indicadas algumas leis que concernem a avaliação e também a alteração da ANA, creio que isso foge do escopo do projeto e não adicionei aqui",NA,Decreto,https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2013/decreto/d8141.htm,Plano,Infraestrutura,Saúde,,,"Sem especificação"
11,"Segurança Pública","Ministério da Segurança Pública","Sistema de Segurança Pública","Plano Nacional de Segurança Pública",2018-01-01,"Não se aplica","Não se aplica",9630/2018,2018-12-26,,"Art. 2º São objetivos do PNSP:

I - reduzir os homicídios e os demais crimes violentos letais;

II - reduzir todas as formas de violência contra a mulher, em especial as violências doméstica e sexual, prevenir e reprimir situações de exploração sexual, independentemente de gênero, e aprimorar o atendimento a cargo dos órgãos operacionais do Sistema Único de Segurança Pública - Susp nos casos envolvendo populações vulneráveis e minorias;

III - promover o enfrentamento às estruturas do crime organizado;

IV - aprimorar os mecanismos de prevenção e de repressão aos crimes violentos patrimoniais;

V - elevar o nível de percepção de segurança da população;

VI - fortalecer a atuação dos Municípios nas ações de prevenção ao crime e à violência, sobretudo por meio de ações de reorganização urbanística e de defesa social;

VII - aprimorar a gestão e as condições do sistema prisional, para eliminar a superlotação, garantir a separação dos detentos, nos termos do disposto na Lei nº 7.210, de 11 de julho de 1984 , e as condições mínimas para ressocialização dos detentos, por meio da oferta de oportunidades educacionais, de qualificação profissional e de trabalho;

VIII - fortalecer o aparato de segurança e aumentar o controle de divisas, fronteiras, portos e aeroportos;

IX - ampliar o controle e o rastreamento de armas de fogo, munições e explosivos;

X - promover a revisão, a inovação e o aprimoramento, considerados os aspectos normativo, financeiro, material e humano, dos meios e dos mecanismos de combate aos crimes ambientais e aos crimes de lavagem ou ocultação de bens, direitos e valores e de corrupção que envolvam crimes ambientais como antecedentes;

XI - buscar fontes contínuas, previsíveis e suficientes de financiamento das ações de segurança pública e regular a sua utilização por meio de modelos científicos;

XII - implementar programa de reaparelhamento, aprimorar a governança e a gestão das políticas, dos programas e dos projetos de segurança pública e defesa social, com vistas à elevação da eficiência na atuação dos órgãos operacionais do Susp;

XIII - valorizar e assegurar condições de trabalho dignas aos profissionais de segurança pública e do sistema penitenciário;

XIV - aprimorar os mecanismos de controle e prestação de contas da atividade de segurança pública; e

XV - estabelecer política e programa de aparelhamento adequado à prevenção de situações de emergência e desastres e aprimorar os procedimentos destinados à referida prevenção.

Parágrafo único. As metas e as estratégias que serão implementadas para o cumprimento dos objetivos de que trata o caput serão publicadas pelo Conselho Nacional de Segurança Pública e Defesa Social, nos termos do disposto no art. 9º.
",#N/A,NA,Decreto,http://legis.senado.leg.br/norma/30760785,Plano,Social,"Justiça e Segurança Pública",,,"Sem especificação"
12,"Direitos da Cidadania","Ministério da Saúde","Minorias sociais (negros, mulheres, comunidade LGBTQIA+ e pessoas com deficiência)","Plano Nacional dos Direitos da Pessoa com Deficiência (Plano Viver sem Limite)",2011-01-01,"Não se aplica","Não se aplica",7612/2011,2011-11-17,,"Art. 1º Fica instituído o Plano Nacional dos Direitos da Pessoa com Deficiência – Plano Viver sem Limite, com a finalidade de promover, por meio da integração e articulação de políticas, programas e ações, o exercício pleno e equitativo dos direitos das pessoas com deficiência, nos termos da Convenção Internacional sobre os Direitos das Pessoas com Deficiência e seu Protocolo Facultativo, aprovados por meio do Decreto Legislativo nº 186, de 9 de julho de 2008, com status de emenda constitucional, e promulgados pelo Decreto n º 6.949, de 25 de agosto de 2009.","Lei 13146, de 06 de julho de 2015. O plano contempla o eixo Atenção à Saúde. ","Ação 8585 - PO 0006 Viver sem Limite",Decreto,http://legis.senado.leg.br/norma/412601,Plano,Social,"Direitos Humanos",,,"Pessoas com deficiência"
12,Trabalho,"Ministério da Saúde","Minorias sociais (negros, mulheres, comunidade LGBTQIA+ e pessoas com deficiência)","Plano Nacional dos Direitos da Pessoa com Deficiência (Plano Viver sem Limite)",2011-01-01,"Não se aplica","Não se aplica",7612/2011,2011-11-17,,"Art. 1º Fica instituído o Plano Nacional dos Direitos da Pessoa com Deficiência – Plano Viver sem Limite, com a finalidade de promover, por meio da integração e articulação de políticas, programas e ações, o exercício pleno e equitativo dos direitos das pessoas com deficiência, nos termos da Convenção Internacional sobre os Direitos das Pessoas com Deficiência e seu Protocolo Facultativo, aprovados por meio do Decreto Legislativo nº 186, de 9 de julho de 2008, com status de emenda constitucional, e promulgados pelo Decreto n º 6.949, de 25 de agosto de 2009.","Lei 13146, de 06 de julho de 2015. O plano contempla o eixo Atenção à Saúde. ","Ação 8585 - PO 0006 Viver sem Limite",Decreto,http://legis.senado.leg.br/norma/412601,Plano,Social,"Direitos Humanos",,,"Pessoas com deficiência"
12,Saúde,"Ministério da Saúde","Minorias sociais (negros, mulheres, comunidade LGBTQIA+ e pessoas com deficiência)","Plano Nacional dos Direitos da Pessoa com Deficiência (Plano Viver sem Limite)",2011-01-01,"Não se aplica","Não se aplica",7612/2011,2011-11-17,,"Art. 1º Fica instituído o Plano Nacional dos Direitos da Pessoa com Deficiência – Plano Viver sem Limite, com a finalidade de promover, por meio da integração e articulação de políticas, programas e ações, o exercício pleno e equitativo dos direitos das pessoas com deficiência, nos termos da Convenção Internacional sobre os Direitos das Pessoas com Deficiência e seu Protocolo Facultativo, aprovados por meio do Decreto Legislativo nº 186, de 9 de julho de 2008, com status de emenda constitucional, e promulgados pelo Decreto n º 6.949, de 25 de agosto de 2009.","Lei 13146, de 06 de julho de 2015. O plano contempla o eixo Atenção à Saúde. ","Ação 8585 - PO 0006 Viver sem Limite",Decreto,http://legis.senado.leg.br/norma/412601,Plano,Social,"Direitos Humanos",,,"Pessoas com deficiência"
12,Educação,"Ministério da Saúde","Minorias sociais (negros, mulheres, comunidade LGBTQIA+ e pessoas com deficiência)","Plano Nacional dos Direitos da Pessoa com Deficiência (Plano Viver sem Limite)",2011-01-01,"Não se aplica","Não se aplica",7612/2011,2011-11-17,,"Art. 1º Fica instituído o Plano Nacional dos Direitos da Pessoa com Deficiência – Plano Viver sem Limite, com a finalidade de promover, por meio da integração e articulação de políticas, programas e ações, o exercício pleno e equitativo dos direitos das pessoas com deficiência, nos termos da Convenção Internacional sobre os Direitos das Pessoas com Deficiência e seu Protocolo Facultativo, aprovados por meio do Decreto Legislativo nº 186, de 9 de julho de 2008, com status de emenda constitucional, e promulgados pelo Decreto n º 6.949, de 25 de agosto de 2009.","Lei 13146, de 06 de julho de 2015. O plano contempla o eixo Atenção à Saúde. ","Ação 8585 - PO 0006 Viver sem Limite",Decreto,http://legis.senado.leg.br/norma/412601,Plano,Social,"Direitos Humanos",,,"Pessoas com deficiência"
